Segment,Keywords
956,"things, want, really, don, just"
957,"things, want, right, different, lot"
958,"want, time, think, things, talk"
959,"language, want, things, don, just"
960,"want, really, going, things, like"
961,"english, listening, language, don, like"
962,"want, time, think, things, talk"
963,"like, english, don, know, lot"
964,"want, time, think, things, talk"
965,"things, really, time, don, just"
966,"good, want, think, time, things"
967,"want, listening, time, talk, english"
968,"don, just, say, want, really"
969,"think, listening, time, good, say"
970,"things, just, right, want, really"
971,"just, think, things, time, want"
972,"think, talk, say, going, things"
973,"think, don, time, want, things"
974,"don, like, want, say, just"
975,"think, want, time, things, talk"
976,"want, time, think, things, talk"
977,"time, lot, think, want, things"
978,"say, want, time, right, things"
979,"time, think, want, things, talk"
980,"things, time, want, think, talk"
981,"time, lot, don, like, things"
982,"think, good, going, know, things"
983,"think, things, time, don, like"
984,"don, want, think, time, things"
985,"things, don, talk, different, want"
986,"just, right, want, time, things"
987,"don, think, like, want, things"
988,"don, want, think, time, things"
989,"know, want, like, say, things"
990,"want, time, think, things, talk"
991,"don, language, know, time, like"
992,"think, know, things, time, want"
993,"english, want, think, time, things"
994,"don, want, think, time, things"
995,"language, know, just, want, things"
996,"want, don, just, time, things"
997,"language, don, just, want, things"
998,"listening, want, think, time, things"
999,"listening, want, think, time, things"
1000,"time, want, think, things, talk"
1001,"listening, just, people, talk, english"
1002,"listening, time, talk, different, like"
1003,"want, time, think, things, talk"
1004,"like, think, don, just, want"
1005,"want, time, think, things, talk"
1006,"people, want, think, time, things"
1007,"people, think, say, know, don"
1008,"just, want, think, time, things"
1009,"want, time, think, things, talk"
1010,"don, just, want, time, things"
1011,"people, say, think, like, things"
1012,"want, time, think, things, talk"
1013,"say, don, just, want, things"
1014,"don, like, lot, different, say"
1015,"going, talk, lot, different, like"
1016,"don, want, like, time, things"
1017,"like, right, want, time, things"
1018,"want, time, think, things, talk"
1019,"don, want, think, like, things"
1020,"don, talk, things, want, lot"
1021,"know, just, think, like, right"
1022,"don, want, people, say, lot"
1023,"listening, time, think, talk, want"
1024,"don, like, know, just, say"
1025,"like, just, right, going, people"
1026,"right, want, think, time, things"
1027,"people, things, just, want, think"
1028,"think, say, really, like, things"
1029,"think, people, say, know, want"
1030,"think, want, time, things, talk"
1031,"want, time, think, things, talk"
1032,"listening, time, think, want, things"
1033,"right, just, want, time, things"
1034,"things, people, like, just, right"
1035,"want, time, think, things, talk"
1036,"know, don, want, time, things"
1037,"want, time, think, things, talk"
1038,"really, like, know, things, want"
1039,"don, like, want, just, think"
1040,"listening, want, think, time, things"
1041,"don, things, think, say, want"
1042,"say, going, different, don, just"
1043,"listening, time, lot, talk, good"
1044,"talk, different, people, want, things"
1045,"people, think, don, good, right"
1046,"listening, time, talk, english, going"
1047,"people, different, really, going, don"
1048,"really, want, think, time, things"
1049,"don, people, different, want, like"
1050,"people, just, different, want, like"
1051,"really, want, think, time, things"
1052,"right, just, people, think, like"
1053,"really, like, good, don, just"
1054,"people, want, think, time, things"
1055,"like, want, think, time, things"
1056,"listening, good, like, want, things"
1057,"talk, listening, good, really, people"
1058,"really, people, good, different, lot"
1059,"want, time, think, things, talk"
1060,"want, time, think, things, talk"
1061,"want, time, think, things, talk"
1062,"good, different, say, things, really"
1063,"different, things, really, want, think"
1064,"like, things, really, know, don"
1065,"different, really, want, time, things"
1066,"don, know, like, talk, right"
1067,"right, know, just, like, different"
1068,"want, time, think, things, talk"
1069,"people, want, time, really, just"
1070,"really, like, don, just, people"
1071,"know, don, want, time, things"
1072,"want, time, think, things, talk"
1073,"listening, english, different, going, want"
1074,"different, lot, like, listening, english"
1075,"like, want, think, time, things"
1076,"time, listening, know, want, things"
1077,"talk, people, think, going, really"
1078,"listening, english, time, really, good"
1079,"really, think, talk, don, just"
1080,"really, don, people, want, things"
1081,"want, time, think, things, talk"
1082,"like, really, say, going, want"
1083,"want, time, think, things, talk"
1084,"just, people, like, want, things"
1085,"really, different, people, think, talk"
1086,"people, different, going, really, don"
1087,"things, just, time, want, think"
1088,"really, don, time, just, things"
1089,"really, people, want, time, things"
1090,"talk, different, know, things, want"
1091,"right, want, think, time, things"
1092,"people, different, want, time, things"
1093,"say, want, think, time, things"
1094,"really, like, say, people, things"
1095,"want, time, think, things, talk"
1096,"really, different, people, want, things"
1097,"want, time, think, things, talk"
1098,"want, time, think, things, talk"
1099,"want, time, think, things, talk"
1100,"want, time, think, things, talk"
1101,"people, really, good, different, like"
1102,"people, really, don, just, things"
1103,"going, think, like, right, different"
1104,"really, say, think, like, things"
1105,"things, time, people, like, listening"
1106,"listening, english, time, want, things"
1107,"listening, different, english, really, talk"
1108,"time, listening, right, know, things"
1109,"talk, different, want, time, things"
1110,"things, think, like, time, want"
1111,"listening, time, english, going, really"
1112,"want, time, think, things, talk"
1113,"just, think, say, people, like"
1114,"language, think, people, things, really"
1115,"time, say, language, just, people"
1116,"language, talk, good, really, people"
1117,"right, just, language, lot, don"
1118,"want, time, think, things, talk"
1119,"right, want, think, time, things"
1120,"people, lot, just, say, want"
1121,"think, want, time, things, talk"
1122,"right, good, going, really, things"
1123,"talk, things, really, people, like"
1124,"want, time, think, things, talk"
1125,"want, time, think, things, talk"
1126,"like, good, things, don, think"
1127,"like, people, think, really, things"
1128,"good, really, don, just, things"
1129,"say, things, really, don, like"
1130,"don, want, think, time, things"
1131,"like, things, good, really, english"
1132,"really, want, think, time, things"
1133,"listening, good, things, time, think"
1134,"want, time, think, things, talk"
1135,"really, listening, people, want, things"
1136,"people, listening, different, want, really"
1137,"want, time, think, things, talk"
1138,"say, time, listening, talk, know"
1139,"listening, time, english, going, things"
1140,"talk, people, english, going, things"
1141,"different, say, lot, just, people"
1142,"people, think, say, time, right"
1143,"want, time, think, things, talk"
1144,"people, say, lot, talk, things"
1145,"people, want, think, time, things"
1146,"think, talk, lot, don, people"
1147,"lot, think, things, just, different"
1148,"don, want, think, time, things"
1149,"don, want, think, time, things"
1150,"really, think, time, want, things"
1151,"really, say, like, want, things"
1152,"people, want, like, time, things"
1153,"right, say, things, want, think"
1154,"like, things, people, think, talk"
1155,"want, time, think, things, talk"
1156,"want, time, think, things, talk"
1157,"want, time, think, things, talk"
1158,"things, really, just, like, think"
1159,"things, just, good, say, different"
1160,"want, time, think, things, talk"
1161,"listening, want, think, time, things"
1162,"want, time, think, things, talk"
1163,"really, time, lot, just, things"
1164,"things, don, talk, really, just"
1165,"want, time, think, things, talk"
1166,"really, people, lot, listening, english"
1167,"english, want, think, time, things"
1168,"know, english, time, like, things"
1169,"different, lot, want, time, things"
1170,"really, things, just, listening, right"
1171,"english, want, think, time, things"
1172,"english, different, know, really, people"
1173,"talk, english, time, listening, people"
1174,"listening, time, people, want, things"
1175,"talk, don, think, want, things"
1176,"right, people, think, want, things"
1177,"going, things, time, don, just"
1178,"don, people, like, want, really"
1179,"right, want, think, time, things"
1180,"want, don, think, time, things"
1181,"people, things, like, want, don"
1182,"think, good, know, people, things"
1183,"want, time, think, things, talk"
1184,"people, really, say, just, know"
1185,"just, say, going, want, people"
1186,"right, want, think, time, things"
1187,"right, think, know, want, really"
1188,"people, think, talk, different, good"
1189,"people, think, time, want, things"
1190,"people, think, know, good, right"
1191,"really, think, talk, good, know"
1192,"want, time, think, things, talk"
1193,"think, want, right, people, things"
1194,"people, don, think, like, good"
1195,"want, people, think, listening, talk"
1196,"just, want, think, time, things"
1197,"want, people, think, really, good"
1198,"listening, english, lot, want, things"
1199,"want, time, think, things, talk"
1200,"time, listening, know, want, things"
1201,"right, want, think, time, things"
1202,"people, talk, english, just, different"
1203,"want, people, like, time, things"
1204,"listening, time, good, english, really"
1205,"different, things, lot, really, like"
1206,"right, know, don, think, things"
1207,"really, people, right, different, know"
1208,"different, things, really, just, language"
1209,"english, really, just, want, things"
1210,"language, things, english, don, think"
1211,"good, english, people, want, things"
1212,"language, like, english, different, time"
1213,"right, want, think, time, things"
1214,"people, language, like, english, different"
1215,"language, english, things, really, say"
1216,"language, english, say, time, things"
1217,"people, english, just, language, good"
1218,"don, english, language, listening, want"
1219,"listening, want, think, time, things"
1220,"think, want, time, things, talk"
1221,"language, listening, just, want, things"
1222,"know, don, really, time, listening"
1223,"want, time, think, things, talk"
1224,"people, listening, don, want, things"
1225,"want, time, think, things, talk"
1226,"know, time, people, listening, talk"
1227,"right, want, think, time, things"
1228,"people, really, don, just, things"
1229,"want, time, think, things, talk"
1230,"people, good, say, know, really"
1231,"really, just, people, want, things"
1232,"really, talk, people, language, good"
1233,"talk, really, english, different, time"
1234,"listening, talk, english, different, lot"
1235,"good, really, talk, going, people"
1236,"time, people, think, want, things"
1237,"say, really, think, want, things"
1238,"language, want, think, time, things"
1239,"right, listening, talk, good, don"
1240,"language, listening, want, time, things"
1241,"want, time, think, things, talk"
1242,"language, things, good, talk, english"
1243,"listening, want, think, time, things"
1244,"want, time, think, things, talk"
1245,"want, time, think, things, talk"
1246,"listening, different, just, people, things"
1247,"right, time, listening, know, things"
1248,"things, talk, different, want, time"
1249,"want, time, think, things, talk"
1250,"listening, english, talk, language, people"
1251,"talk, english, lot, want, things"
1252,"want, time, think, things, talk"
1253,"english, going, language, say, time"
1254,"going, time, language, really, like"
1255,"english, going, want, time, things"
1256,"going, right, english, time, things"
1257,"english, going, really, don, things"
1258,"going, talk, want, time, things"
1259,"going, lot, right, really, think"
1260,"want, time, think, things, talk"
1261,"going, don, know, lot, things"
1262,"don, time, think, want, things"
1263,"want, time, think, things, talk"
1264,"going, lot, don, like, say"
1265,"going, want, think, time, things"
1266,"like, lot, want, time, things"
1267,"listening, want, time, talk, think"
1268,"english, listening, language, right, going"
1269,"know, don, want, time, things"
1270,"listening, language, english, going, lot"
1271,"things, language, talk, different, lot"
1272,"time, good, right, going, things"
1273,"want, going, time, right, lot"
1274,"listening, language, right, different, say"
1275,"like, listening, lot, different, time"
1276,"time, talk, say, really, language"
1277,"things, language, listening, right, different"
1278,"really, want, think, time, things"
1279,"like, lot, just, time, listening"
1280,"different, just, say, like, things"
1281,"know, want, think, time, things"
1282,"really, want, think, time, things"
1283,"think, want, time, things, talk"
1284,"really, things, like, time, think"
1285,"right, time, just, know, things"
1286,"good, want, think, time, things"
1287,"want, time, think, things, talk"
1288,"don, different, like, lot, really"
1289,"like, different, really, good, things"
1290,"going, lot, think, want, things"
1291,"say, want, think, time, things"
1292,"want, time, think, things, talk"
1293,"different, say, lot, really, think"
1294,"things, really, just, different, like"
1295,"different, right, things, just, think"
1296,"think, really, like, just, good"
1297,"think, want, time, things, talk"
1298,"right, don, want, time, things"
1299,"different, want, talk, time, things"
1300,"want, time, think, things, talk"
1301,"talk, english, different, things, want"
1302,"want, time, think, things, talk"
1303,"talk, things, time, want, think"
1304,"want, time, think, things, talk"
1305,"want, time, think, things, talk"
1306,"want, time, think, things, talk"
1307,"english, want, think, time, things"
1308,"want, time, think, things, talk"
1309,"talk, right, know, things, want"
1310,"lot, listening, different, think, talk"
1311,"want, time, think, things, talk"
1312,"right, different, just, want, things"
1313,"people, right, lot, time, just"
1314,"people, want, things, lot, talk"
1315,"right, want, think, time, things"
1316,"people, don, just, going, time"
1317,"want, time, think, things, talk"
1318,"talk, good, people, want, things"
1319,"want, time, think, things, talk"
1320,"right, want, think, time, things"
1321,"just, want, think, time, things"
1322,"want, time, think, things, talk"
1323,"time, going, think, want, things"
1324,"want, time, think, things, talk"
1325,"say, really, right, things, lot"
1326,"good, want, think, time, things"
1327,"really, right, want, time, things"
1328,"time, want, think, things, talk"
1329,"right, know, really, want, things"
1330,"good, right, say, know, people"
1331,"really, want, think, time, things"
1332,"going, people, right, lot, time"
1333,"want, time, think, things, talk"
1334,"right, people, like, say, things"
1335,"people, don, right, really, think"
1336,"people, different, going, want, lot"
1337,"different, english, want, time, things"
1338,"people, like, want, time, things"
1339,"right, want, think, time, things"
1340,"things, know, people, want, think"
1341,"right, know, things, really, just"
1342,"right, want, think, time, things"
1343,"people, want, think, time, things"
1344,"think, english, know, want, lot"
1345,"know, lot, like, want, things"
1346,"english, know, want, like, things"
1347,"time, listening, know, want, things"
1348,"people, different, just, talk, think"
1349,"listening, time, english, going, things"
1350,"just, want, think, time, things"
1351,"people, going, know, lot, right"
1352,"say, want, time, just, like"
1353,"really, want, think, time, things"
1354,"like, just, lot, time, don"
1355,"people, talk, things, right, don"
1356,"people, want, think, time, things"
1357,"don, like, right, say, lot"
1358,"talk, lot, think, want, things"
1359,"time, don, say, lot, just"
1360,"time, just, think, want, things"
1361,"right, like, want, time, things"
1362,"talk, lot, people, listening, want"
1363,"want, listening, time, think, things"
1364,"like, want, say, talk, people"
1365,"say, like, want, really, talk"
1366,"want, don, people, like, things"
1367,"just, think, time, want, things"
1368,"listening, want, time, like, things"
1369,"things, language, listening, good, really"
1370,"want, time, think, things, talk"
1371,"know, time, listening, like, things"
1372,"talk, going, want, time, things"
1373,"just, people, want, time, things"
1374,"talk, want, think, time, things"
1375,"talk, right, want, time, things"
1376,"people, listening, time, don, think"
1377,"right, don, people, want, things"
1378,"people, just, english, like, say"
1379,"really, don, want, time, things"
1380,"know, lot, like, want, things"
1381,"want, time, think, things, talk"
1382,"good, english, think, say, going"
1383,"people, want, really, talk, right"
1384,"right, want, think, time, things"
1385,"people, lot, like, things, talk"
1386,"people, want, think, time, things"
1387,"things, really, lot, people, like"
1388,"different, say, things, want, think"
1389,"want, time, think, things, talk"
1390,"people, different, want, really, things"
1391,"lot, really, people, want, things"
1392,"want, time, think, things, talk"
1393,"people, say, really, like, things"
1394,"say, english, want, like, things"
1395,"think, like, say, people, things"
1396,"people, really, talk, different, just"
1397,"people, lot, time, really, don"
1398,"lot, people, want, time, things"
1399,"listening, want, think, time, things"
1400,"english, want, think, time, things"
1401,"want, time, think, things, talk"
1402,"people, good, like, lot, really"
1403,"right, don, want, time, things"
1404,"want, time, think, things, talk"
1405,"want, time, think, things, talk"
1406,"listening, english, want, time, things"
1407,"want, time, think, things, talk"
1408,"english, want, think, time, things"
1409,"talk, like, right, things, time"
1410,"listening, talk, want, really, think"
1411,"right, want, think, time, things"
1412,"really, don, think, want, things"
1413,"say, really, don, just, things"
1414,"want, time, think, things, talk"
1415,"want, time, think, things, talk"
1416,"know, talk, good, say, really"
1417,"people, good, just, lot, think"
1418,"people, talk, language, going, like"
1419,"want, time, think, things, talk"
1420,"talk, different, want, time, things"
1421,"time, people, like, language, good"
1422,"language, time, don, things, really"
1423,"want, really, language, english, going"
1424,"just, going, right, want, time"
1425,"different, language, talk, want, lot"
1426,"going, time, right, want, lot"
1427,"going, just, know, things, lot"
1428,"want, time, think, things, talk"
1429,"know, don, going, lot, things"
1430,"want, time, think, things, talk"
1431,"want, time, think, things, talk"
1432,"time, things, really, just, good"
1433,"different, want, think, time, things"
1434,"want, time, think, things, talk"
1435,"listening, want, time, really, things"
1436,"listening, english, want, time, really"
1437,"english, want, think, time, things"
1438,"want, time, think, things, talk"
1439,"english, know, like, want, things"
1440,"time, listening, talk, know, things"
1441,"lot, want, think, time, things"
1442,"listening, want, time, like, talk"
1443,"different, really, like, say, things"
1444,"different, don, just, think, like"
1445,"like, know, different, really, things"
1446,"just, want, think, time, things"
1447,"just, want, think, time, things"
1448,"like, really, different, things, don"
1449,"know, think, time, want, things"
1450,"want, talk, going, things, lot"
1451,"english, want, think, time, things"
1452,"good, want, think, time, things"
1453,"want, people, like, time, things"
1454,"right, like, really, think, going"
1455,"know, don, want, time, things"
1456,"want, time, think, things, talk"
1457,"like, right, really, think, say"
1458,"talk, just, want, time, things"
1459,"want, just, know, time, don"
1460,"listening, want, like, time, things"
1461,"lot, think, time, want, things"
1462,"different, right, lot, time, really"
1463,"want, time, think, things, talk"
1464,"different, like, lot, really, just"
1465,"lot, things, really, different, think"
1466,"different, like, want, time, things"
1467,"want, time, think, things, talk"
1468,"listening, english, like, want, things"
1469,"going, really, think, different, lot"
1470,"know, really, don, want, things"
1471,"want, time, think, things, talk"
1472,"right, want, think, time, things"
1473,"want, time, think, things, talk"
1474,"listening, different, time, english, want"
1475,"want, talk, listening, english, know"
1476,"want, time, think, things, talk"
1477,"time, listening, right, know, things"
1478,"different, talk, want, time, things"
1479,"want, really, like, time, things"
1480,"want, time, think, things, talk"
1481,"listening, going, different, time, talk"
1482,"say, things, don, like, think"
1483,"want, time, think, things, talk"
1484,"want, time, think, things, talk"
1485,"want, time, think, things, talk"
1486,"don, just, talk, know, want"
1487,"want, time, think, things, talk"
1488,"want, time, think, things, talk"
1489,"right, know, don, want, things"
1490,"going, things, different, don, talk"
1491,"right, really, going, know, don"
1492,"different, just, think, want, things"
1493,"say, going, know, time, things"
1494,"good, really, don, like, things"
1495,"talk, listening, good, english, want"
1496,"really, things, time, want, think"
1497,"want, just, things, right, different"
1498,"listening, talk, english, different, want"
1499,"right, say, know, want, don"
1500,"want, time, think, things, talk"
1501,"really, like, want, time, things"
1502,"right, want, lot, just, people"
1503,"different, want, just, like, things"
1504,"want, time, think, things, talk"
1505,"english, know, want, time, things"
1506,"want, time, think, things, talk"
1507,"different, want, people, like, things"
1508,"want, time, think, things, talk"
1509,"different, things, want, talk, think"
1510,"want, time, think, things, talk"
1511,"listening, good, want, time, things"
1512,"want, time, listening, different, know"
1513,"talk, people, right, want, lot"
1514,"right, different, want, time, things"
1515,"listening, time, english, want, things"
1516,"talk, people, good, going, really"
1517,"want, time, think, things, talk"
1518,"people, listening, want, time, things"
1519,"talk, want, just, listening, don"
1520,"don, just, like, want, things"
1521,"good, want, think, time, things"
1522,"language, say, things, want, like"
1523,"people, language, say, want, like"
1524,"language, listening, know, just, things"
1525,"language, different, just, people, things"
1526,"good, don, want, time, things"
1527,"different, really, don, just, like"
1528,"listening, people, want, time, things"
1529,"say, things, just, like, think"
1530,"like, time, say, just, things"
1531,"say, time, don, right, going"
1532,"want, think, time, don, just"
1533,"really, language, talk, english, don"
1534,"say, things, right, time, just"
1535,"don, say, listening, good, right"
1536,"say, time, like, want, things"
1537,"don, say, english, going, just"
1538,"want, time, think, things, talk"
1539,"english, don, like, right, say"
1540,"english, really, don, want, things"
1541,"don, english, just, want, things"
1542,"going, language, don, just, want"
1543,"want, time, think, things, talk"
1544,"don, really, language, english, say"
1545,"want, time, think, things, talk"
1546,"listening, different, want, time, things"
1547,"listening, english, know, time, people"
1548,"listening, talk, different, people, good"
1549,"think, don, things, just, right"
1550,"want, time, think, things, talk"
1551,"talk, people, think, things, really"
1552,"want, time, think, things, talk"
1553,"don, want, just, listening, right"
1554,"things, lot, time, want, think"
1555,"things, lot, time, want, think"
1556,"say, want, think, time, things"
1557,"don, just, people, things, know"
1558,"want, don, think, time, things"
1559,"know, things, time, want, think"
1560,"want, time, think, things, talk"
1561,"want, time, think, things, talk"
1562,"things, think, just, time, want"
1563,"don, say, things, think, want"
1564,"don, things, different, lot, people"
1565,"different, things, lot, really, just"
1566,"want, time, think, things, talk"
1567,"know, really, people, want, things"
1568,"language, different, time, just, listening"
1569,"want, time, think, things, talk"
1570,"different, want, think, time, things"
1571,"want, time, think, things, talk"
1572,"listening, like, want, time, things"
1573,"like, good, know, lot, things"
1574,"really, just, want, time, things"
1575,"people, want, think, time, things"
1576,"think, really, things, time, just"
1577,"want, time, think, things, talk"
1578,"listening, think, talk, know, time"
1579,"listening, time, english, know, talk"
1580,"good, want, say, know, lot"
1581,"say, just, think, want, things"
1582,"think, good, don, going, know"
1583,"say, different, things, time, think"
1584,"want, time, don, think, things"
1585,"want, right, really, just, good"
1586,"right, just, going, want, time"
1587,"say, going, want, time, things"
1588,"don, lot, want, time, things"
1589,"know, like, want, time, things"
1590,"language, say, want, time, things"
1591,"think, say, good, right, english"
1592,"time, going, things, want, just"
1593,"right, want, don, good, things"
1594,"want, don, right, say, lot"
1595,"language, lot, just, people, say"
1596,"just, say, going, language, listening"
1597,"right, really, want, time, things"
1598,"language, listening, talk, good, different"
1599,"language, right, time, want, things"
1600,"want, time, think, things, talk"
1601,"really, want, think, time, things"
1602,"want, time, think, things, talk"
1603,"things, want, time, think, talk"
1604,"listening, want, think, time, things"
1605,"like, talk, different, really, listening"
1606,"really, want, think, time, things"
1607,"listening, time, people, want, things"
1608,"listening, talk, time, know, want"
1609,"say, like, really, just, things"
1610,"lot, really, want, time, things"
1611,"just, different, time, want, things"
1612,"talk, going, know, lot, things"
1613,"going, different, people, want, things"
1614,"say, lot, just, like, want"
1615,"want, time, think, things, talk"
1616,"really, want, think, time, things"
1617,"just, time, like, things, want"
1618,"say, going, talk, know, people"
1619,"like, lot, things, want, think"
1620,"know, different, things, want, lot"
1621,"know, really, don, like, things"
1622,"don, want, think, time, things"
1623,"just, know, want, time, things"
1624,"want, like, say, things, really"
1625,"just, want, think, time, things"
1626,"really, want, think, time, things"
1627,"good, right, think, like, things"
1628,"good, don, want, like, talk"
1629,"know, like, things, lot, really"
1630,"listening, time, want, talk, english"
1631,"time, listening, talk, know, things"
1632,"just, talk, lot, think, different"
1633,"listening, time, going, think, things"
1634,"english, want, don, just, people"
1635,"say, things, lot, know, don"
1636,"say, want, listening, lot, don"
1637,"right, say, want, like, things"
1638,"say, things, listening, talk, right"
1639,"right, want, think, time, things"
1640,"listening, want, just, time, things"
1641,"say, just, listening, want, time"
1642,"good, right, want, time, things"
1643,"say, want, things, just, think"
1644,"time, know, different, don, just"
1645,"listening, different, say, know, things"
1646,"don, like, people, want, things"
1647,"like, time, really, people, just"
1648,"english, like, different, say, things"
1649,"listening, want, time, know, lot"
1650,"want, time, think, things, talk"
1651,"really, think, don, like, things"
1652,"don, think, time, want, things"
1653,"english, different, know, don, lot"
1654,"language, don, listening, english, people"
1655,"english, different, say, really, listening"
1656,"different, listening, things, want, like"
1657,"listening, like, right, things, time"
1658,"language, good, say, just, like"
1659,"don, want, think, time, things"
1660,"time, people, think, want, things"
1661,"listening, want, time, just, things"
1662,"time, listening, going, know, things"
1663,"language, want, don, right, going"
1664,"language, time, don, just, people"
1665,"listening, english, talk, lot, time"
1666,"language, want, think, time, things"
1667,"want, time, think, things, talk"
1668,"just, language, listening, different, time"
1669,"want, time, think, things, talk"
1670,"language, english, lot, time, things"
1671,"want, time, think, things, talk"
1672,"listening, time, think, like, things"
1673,"going, want, think, time, things"
1674,"want, don, listening, english, different"
1675,"know, like, want, time, things"
1676,"english, want, think, time, things"
1677,"want, time, listening, don, going"
1678,"right, want, think, time, things"
1679,"want, really, don, just, people"
1680,"right, time, people, think, listening"
1681,"like, talk, want, really, english"
1682,"things, want, time, think, talk"
1683,"really, like, want, time, things"
1684,"good, really, just, want, things"
1685,"going, know, really, want, things"
1686,"know, things, time, don, think"
1687,"talk, right, good, going, know"
1688,"just, like, don, right, know"
1689,"english, time, say, want, really"
1690,"lot, people, like, want, things"
1691,"want, time, think, things, talk"
1692,"want, time, think, things, talk"
1693,"think, say, want, time, things"
1694,"want, time, think, things, talk"
1695,"just, want, think, time, things"
1696,"right, going, time, want, things"
1697,"right, want, people, time, things"
1698,"talk, like, want, time, things"
1699,"time, don, know, listening, just"
1700,"really, want, think, time, things"
1701,"going, time, listening, talk, know"
1702,"things, people, going, don, like"
1703,"listening, time, going, language, don"
1704,"language, want, things, just, talk"
1705,"want, time, think, things, talk"
1706,"language, people, english, want, listening"
1707,"want, time, think, things, talk"
1708,"language, english, like, want, things"
1709,"want, time, think, things, talk"
1710,"just, people, want, time, things"
1711,"just, want, think, time, things"
1712,"say, know, things, lot, think"
1713,"language, listening, talk, things, want"
1714,"language, think, time, want, things"
1715,"going, just, language, time, people"
1716,"want, listening, time, people, things"
1717,"want, time, think, things, talk"
1718,"going, language, english, say, just"
1719,"want, don, think, time, things"
1720,"want, time, think, things, talk"
1721,"time, really, think, want, things"
1722,"know, lot, want, time, things"
1723,"going, just, want, time, things"
1724,"language, different, things, want, time"
1725,"going, really, want, time, things"
1726,"think, good, language, say, lot"
1727,"language, different, going, things, want"
1728,"time, want, think, things, talk"
1729,"want, really, like, time, things"
1730,"different, english, lot, want, things"
1731,"want, time, think, things, talk"
1732,"want, time, think, things, talk"
1733,"think, going, don, want, things"
1734,"want, time, think, things, talk"
1735,"people, think, good, time, things"
1736,"just, want, think, time, things"
1737,"want, time, think, things, talk"
1738,"want, really, lot, like, language"
1739,"want, time, think, things, talk"
1740,"know, language, english, good, time"
1741,"want, time, think, things, talk"
1742,"lot, really, like, want, things"
1743,"people, things, just, listening, good"
1744,"things, want, time, people, different"
1745,"listening, talk, time, think, things"
1746,"want, time, think, things, talk"
1747,"listening, want, think, time, things"
1748,"like, want, think, time, things"
1749,"going, want, think, time, things"
1750,"say, want, think, time, things"
1751,"listening, language, english, time, say"
1752,"talk, going, really, want, things"
1753,"want, time, think, things, talk"
1754,"want, time, think, things, talk"
1755,"think, want, time, things, talk"
1756,"lot, say, know, talk, things"
1757,"think, want, time, things, talk"
1758,"people, like, different, don, just"
1759,"right, want, think, time, things"
1760,"different, things, time, want, think"
1761,"right, want, think, time, things"
1762,"don, people, just, like, things"
1763,"really, want, think, time, things"
1764,"talk, good, lot, people, things"
1765,"different, going, just, want, things"
1766,"different, right, think, want, things"
1767,"want, time, think, things, talk"
1768,"really, like, want, time, things"
1769,"different, time, think, like, things"
1770,"different, know, lot, really, things"
1771,"want, time, think, things, talk"
1772,"listening, time, want, think, things"
1773,"lot, time, just, like, things"
1774,"good, different, really, know, going"
1775,"different, time, think, want, things"
1776,"english, want, think, time, things"
1777,"want, time, think, things, talk"
1778,"just, different, say, know, don"
1779,"right, things, lot, want, think"
1780,"know, don, want, time, things"
1781,"people, talk, different, say, just"
1782,"just, right, different, say, people"
1783,"want, time, think, things, talk"
1784,"time, people, listening, english, know"
1785,"lot, people, want, time, things"
1786,"say, think, time, want, things"
1787,"know, don, want, time, things"
1788,"lot, want, think, time, things"
1789,"listening, people, talk, english, different"
1790,"know, want, think, time, things"
1791,"listening, talk, just, think, things"
1792,"want, time, think, things, talk"
1793,"people, think, say, know, don"
1794,"listening, time, don, really, just"
1795,"good, say, lot, really, things"
1796,"want, time, think, things, talk"
1797,"good, like, say, really, things"
1798,"lot, time, really, just, going"
1799,"want, english, going, lot, really"
1800,"listening, different, time, english, things"
1801,"good, things, people, want, think"
1802,"good, want, don, just, things"
1803,"talk, right, english, say, lot"
1804,"want, time, think, things, talk"
1805,"think, want, time, things, talk"
1806,"like, think, know, just, lot"
1807,"time, want, think, things, talk"
1808,"don, think, talk, want, things"
1809,"just, different, like, talk, good"
1810,"want, time, really, just, people"
1811,"really, different, time, just, lot"
1812,"like, really, going, good, say"
1813,"want, time, think, things, talk"
1814,"want, time, think, things, talk"
1815,"like, want, think, time, things"
1816,"want, time, think, things, talk"
1817,"like, really, say, going, don"
1818,"like, things, really, want, think"
1819,"right, different, really, don, like"
1820,"know, listening, talk, english, time"
1821,"like, good, english, things, want"
1822,"know, want, think, time, things"
1823,"think, want, time, things, talk"
1824,"listening, time, don, people, english"
1825,"time, don, think, want, things"
1826,"don, people, talk, different, say"
1827,"things, want, time, think, talk"
1828,"just, say, time, people, things"
1829,"time, right, want, people, like"
1830,"know, want, think, time, things"
1831,"want, time, think, things, talk"
1832,"people, don, just, think, right"
1833,"time, think, want, things, talk"
1834,"time, don, talk, listening, right"
1835,"things, lot, time, want, think"
1836,"listening, want, think, time, things"
1837,"time, things, like, really, just"
1838,"good, time, really, want, things"
1839,"time, language, think, like, things"
1840,"time, good, want, lot, don"
1841,"want, time, think, things, talk"
1842,"want, time, think, things, talk"
1843,"good, want, think, time, things"
1844,"don, know, just, think, say"
1845,"want, time, know, don, listening"
1846,"time, good, things, really, like"
1847,"lot, time, really, think, like"
1848,"things, time, think, right, don"
1849,"different, time, think, want, things"
1850,"lot, good, things, time, think"
1851,"listening, english, time, good, know"
1852,"want, time, think, things, talk"
1853,"time, talk, listening, different, people"
